favorite_count,retweet_count,tweet_id
416,213,667437278097252352
285,79,667435689202614272
432,206,667405339315146752
179,51,667393430834667520
338,151,667369227918143488
448,220,667211855547486208
571,239,667200525029539841
353,88,667192066997374976
684,360,667188689915760640
13178,5588,667182792070062081
177,50,667177989038297088
564,414,667176164155375616
229,71,667174963120574464
202,76,667171260800061440
2482,1028,667165590075940865
234,55,667160273090932737
44053,15325,667152164079423490
4207,1984,667138269671505920
305,119,667119796878725120
307,115,667090893657276420
372,108,667073648344346624
76,13,667070482143944705
155,40,667065535570550784
201,47,667062181243039745
174,44,667044094246576128
420,201,667012601033924608
224,81,666996132027977728
2343,887,666983947667116034
745,500,666837028449972224
195,71,666835007768551424
236,82,666826780179869698
470,230,666817836334096384
216,84,666804364988780544
687,437,666786068205871104
354,174,666781792255496192
319,155,666776908487630848
218,60,666739327293083650
390,194,666701168228331520
171,44,666691418707132416
1027,566,666649482315059201
217,73,666644823164719104
469,192,666454714377183233
94,18,666447344410484738
110,42,666437273139982337
147,45,666435652385423360
288,172,666430724426358785
149,72,666428276349472768
291,97,666421158376562688
110,40,666418789513326592
392,285,666411507551481857
98,31,666407126856765440
153,73,666396247373291520
168,76,666373753744588802
694,496,666362758909284353
192,63,666353288456101888
265,128,666345417576210432
174,81,666337882303524864
450,308,666293911632134144
131,57,666287406224695296
156,70,666273097616637952
93,32,666268910803644416
13180,5751,666104133288665088
69,11,666102155909144576
140,57,666099513787052032
152,66,666094000022159362
101,41,666082916733198337
282,140,666073100786774016
134,52,666071193221509120
432,190,666063827256086533
102,50,666058600524156928
262,118,666057090499244032
397,211,666055525042405380
1086,743,666051853826850816
119,51,666050758794694657
94,38,666049248165822465
260,122,666044226329800704
107,39,666033412701032449
117,41,666029285002620928
2344,445,666020888022790149
